442087	5	F
287619	1	D
512270	2	B
841578	3	D
792306	4	A
651979	5	F
669817	1	A
288144	2	B
780185	3	A
750055	4	A
939495	5	D
114726	1	A
267836	2	C
335257	3	F
785386	4	A
946587	5	A
174467	1	F
915795	2	B
792615	3	A
116364	4	D
449903	5	D
975461	1	C
375525	2	A
752152	3	F
445678	4	C
719273	5	B
799896	1	D
423253	2	F
578985	3	F
408667	4	F
232893	5	B
541535	1	A
774778	2	F
103807	3	F
192351	4	C
917062	5	F
647767	1	D
194521	2	D
754727	3	C
385093	4	A
445580	5	A
553675	1	A
819627	2	F
337892	3	D
684709	4	D
380628	5	B
155351	1	B
299096	2	F
865091	3	A
562449	4	F
526736	5	C
271877	1	F
930582	2	A
864476	3	C
327997	4	A
487530	5	B
240914	1	D
357588	2	C
887201	3	D
543006	4	B
237319	5	A
798316	1	C
371996	2	B
785161	3	B
829255	4	D
122694	5	B
423426	1	C
683330	2	A
829188	3	A
889705	4	F
936932	5	B
742354	1	F
364996	2	F
500353	3	B
941796	4	A
252689	5	F
554736	1	D
901068	2	F
822132	3	B
398698	4	B
337871	5	A
813207	1	C
733952	2	A
319718	3	B
267375	4	B
915191	5	D
236319	1	F
337115	2	A
141413	3	A
919724	4	A
614223	5	F
789300	1	F
312961	2	C
441052	3	A
425942	4	C
163916	5	C
548056	1	D
806718	2	C
690783	3	A
827971	4	B
397119	5	A
238743	1	B
951276	2	D
324402	3	C
425658	4	F
668293	5	F
874322	1	A
470108	2	D
350752	3	F
341850	4	D
195675	5	D
842390	1	C
433911	2	A
610107	3	A
352612	4	D
453552	5	A
993435	1	F
523030	2	D
931715	3	D
185386	4	C
166923	5	C
599865	1	C
569475	2	C
534550	3	F
256245	4	C
433118	5	D
592820	1	F
502090	2	D
308605	3	D
803466	4	B
223369	5	F
943533	1	D
574705	2	A
736091	3	C
976908	4	F
548973	5	F
409149	1	A
356943	2	F
148676	3	F
834454	4	D
734513	5	B
889961	1	C
126373	2	D
481799	3	C
220625	4	A
749847	5	C
369988	1	D
476295	2	D
138902	3	B
255960	4	D
182454	5	D
326027	1	C
793981	2	C
805990	3	A
961411	4	A
177713	5	C
600990	1	A
880635	2	C
375096	3	A
800372	4	C
547272	5	F
133723	1	F
151657	2	C
902323	3	D
218457	4	A
829894	5	A
553458	1	F
376900	2	D
715402	3	D
201645	4	D
889911	5	F
259092	1	B
563376	2	D
794799	3	B
171183	4	B
116926	5	B
169016	1	F
323491	2	B
756323	3	C
501728	4	C
704619	5	F
616673	1	B
987127	2	C
241842	3	B
956255	4	A
186033	5	D
978604	1	D
712326	2	D
983917	3	F
644534	4	C
108721	5	F
243438	1	F
785956	2	F
980244	3	B
867123	4	B
954281	5	C
142344	1	F
161234	2	F
828181	3	B
585958	4	D
971308	5	A
698531	1	C
144777	2	B
915184	3	B
508241	4	D
230039	5	D
532232	1	B
233145	2	D
688244	3	C
509628	4	F
808742	5	C
897707	1	A
512407	2	A
206554	3	B
477314	4	B
931355	5	A
687061	1	D
875681	2	C
685226	3	C
809955	4	B
866049	5	D
694870	1	B
153473	2	C
367565	3	B
586089	4	A
959730	5	F
471150	1	D
888380	2	F
823099	3	A
827892	4	A
104454	5	F
120227	1	C
103757	2	D
491717	3	F
383698	4	B
355214	5	F
885977	1	B
893727	2	B
988998	3	B
629076	4	D
875950	5	F
861032	1	A
506088	2	F
166233	3	D
701608	4	A
352811	5	A
139976	1	B
873896	2	D
421163	3	D
548542	4	F
536752	5	F
845124	1	A
903176	2	B
791479	3	D
216337	4	A
221891	5	F
562926	1	D
564082	2	B
560567	3	F
690754	4	F
837424	5	D
541358	1	D
423071	2	F
405325	3	D
495918	4	B
760592	5	B
997273	1	C
996325	2	D
204292	3	B
422401	4	A
579793	5	A
158391	1	B
514462	2	D
772695	3	D
432361	4	F
384151	5	D
475128	1	F
543720	2	F
820325	3	F
940794	4	A
918444	5	D
600839	1	F
778423	2	B
651704	3	C
737838	4	C
607180	5	B
529557	1	F
292375	2	F
271709	3	C
244141	4	D
688051	5	C
778431	1	C
782545	2	A
726575	3	B
992484	4	B
216040	5	C
868492	1	F
693627	2	A
962863	3	B
543554	4	D
623516	5	A
798512	1	B
905753	2	F
435323	3	F
619461	4	D
161915	5	D
153579	1	A
126384	2	F
439139	3	C
270103	4	F
974427	5	D
262697	1	D
852268	2	B
407803	3	A
849269	4	F
222845	5	F
929447	1	A
151759	2	F
630340	3	F
676247	4	F
562050	5	A
284885	1	A
479244	2	B
281204	3	B
704035	4	A
299933	5	C
865566	1	F
528416	2	F
417016	3	B
438769	4	B
158930	5	D
399697	1	C
754664	2	F
682778	3	C
658699	4	D
637654	5	C
941909	1	A
211030	2	D
600917	3	B
477422	4	C
699608	5	A
913903	1	B
753975	2	F
240336	3	D
957355	4	B
642719	5	F
864013	1	B
513972	2	F
739697	3	F
257244	4	F
759782	5	B
679639	1	A
983960	2	B
921431	3	F
255896	4	F
535231	5	D
101403	1	F
982657	2	C
813240	3	C
230202	4	C
805826	5	D
945941	1	B
402414	2	F
596793	3	C
930013	4	C
129304	5	C
543380	1	D
512594	2	F
514416	3	D
233913	4	F
165732	5	D
973167	1	B
595227	2	F
601341	3	F
629489	4	A
723698	5	C
134181	1	A
465358	2	A
941687	3	B
204623	4	B
780710	5	C
592070	1	B
735659	2	A
398922	3	D
740944	4	D
934065	5	D
199720	1	D
744583	2	D
273469	3	F
209498	4	F
240868	5	D
323474	1	A
706839	2	B
549278	3	F
512117	4	B
111462	5	C
923512	1	C
367207	2	F
737759	3	C
952654	4	A
666165	5	F
396478	1	A
306761	2	B
154347	3	A
522400	4	D
964163	5	B
911838	1	D
438687	2	B
204588	3	D
611186	4	D
928409	5	B
573295	1	C
960258	2	A
251391	3	D
812538	4	C
615222	5	A
293201	1	C
543697	2	A
737837	3	A
117667	4	F
384880	5	C
698753	1	C
125769	2	B
758022	3	C
415512	4	C
315946	5	D
454269	1	A
501788	2	C
390886	3	A
859081	4	A
723188	5	D
973787	1	F
860403	2	D
534516	3	B
957756	4	C
164671	5	B
919193	1	A
425893	2	D
781443	3	F
120303	4	A
890424	5	B
678485	1	A
187931	2	D
364978	3	F
912015	4	A
412476	5	A
562322	1	A
993275	2	B
959111	3	D
220310	4	A
810566	5	D
317282	1	C
870545	2	A
477519	3	A
869826	4	C
264335	5	C
377278	1	F
567665	2	A
499420	3	D
474214	4	B
654769	5	A
112632	1	A
699535	2	A
667464	3	D
409015	4	A
106352	5	A
738179	1	B
703226	2	A
797767	3	B
449270	4	C
329322	5	A
435735	1	B
136364	2	B
361877	3	B
325504	4	B
257058	5	D
475171	1	D
805448	2	D
379772	3	D
811722	4	F
899944	5	C
295913	1	F
731054	2	A
100121	3	B
703047	4	D
444247	5	F
901148	1	B
683280	2	A
424947	3	B
837265	4	D
962791	5	F
566750	1	D
614980	2	D
712269	3	F
381373	4	A
813381	5	C
123200	1	F
325754	2	C
799601	3	C
643798	4	D
197736	5	A
537711	1	A
745658	2	C
983396	3	D
383187	4	D
755250	5	C
768887	1	B
935156	2	D
646184	3	A
796875	4	B
827732	5	A
602533	1	F
365220	2	B
504827	3	B
210890	4	C
899047	5	A
984073	1	F
855300	2	F
851066	3	C
182829	4	C
317047	5	D
289302	1	B
731929	2	D
320510	3	A
559182	4	D
747433	5	C
734251	1	B
866852	2	D
112106	3	F
943701	4	B
753031	5	D
259167	1	C
293860	2	D
937342	3	D
965072	4	A
915848	5	C
524008	1	A
322172	2	D
939141	3	A
858650	4	C
704231	5	B
224601	1	C
277250	2	D
131529	3	C
209839	4	A
502532	5	C
330390	1	C
729395	2	C
277947	3	C
567924	4	A
165227	5	F
816267	1	B
469265	2	F
227485	3	C
588002	4	F
229410	5	C
751825	1	D
413653	2	B
573564	3	F
231599	4	F
793490	5	C
234195	1	B
136545	2	B
209067	3	D
744211	4	D
403592	5	A
234621	1	C
799227	2	D
837976	3	F
165549	4	C
753772	5	D
193577	1	A
703891	2	D
915009	3	B
332249	4	D
161701	5	C
551859	1	B
546397	2	B
636820	3	C
230428	4	F
167486	5	B
858466	1	C
128907	2	B
641513	3	A
999574	4	F
720753	5	A
300904	1	C
957362	2	D
719918	3	C
458478	4	B
854872	5	A
749481	1	D
932758	2	B
238966	3	A
332922	4	B
289012	5	F
768140	1	C
415264	2	F
670096	3	A
730391	4	B
756767	5	A
131067	1	A
257082	2	D
642231	3	D
389975	4	C
840116	5	C
646915	1	D
688644	2	A
744164	3	A
301369	4	C
954705	5	C
250213	1	B
986573	2	A
463413	3	D
604053	4	D
299112	5	A
257960	1	A
983769	2	B
539651	3	A
218739	4	B
205352	5	D
217536	1	F
900633	2	A
250547	3	B
636856	4	C
478068	5	A
426919	1	D
697707	2	B
508289	3	B
776508	4	D
414362	5	F
816619	1	D
254140	2	D
982685	3	F
852289	4	C
472305	5	C
266354	1	F
385680	2	B
803605	3	A
954493	4	F
759231	5	A
763996	1	F
982196	2	C
908494	3	A
844629	4	D
571052	5	D
947247	1	A
526207	2	F
982776	3	D
648800	4	B
712427	5	A
678463	1	A
634406	2	B
550832	3	C
489741	4	F
786136	5	D
898997	1	F
340476	2	F
583401	3	A
108155	4	B
892707	5	A
296861	1	A
790882	2	A
665263	3	B
271595	4	C
504222	5	C
289715	1	A
812239	2	B
808702	3	C
552816	4	B
367283	5	C
324183	1	D
800510	2	B
928403	3	F
271987	4	C
384587	5	D
917818	1	A
503214	2	C
300259	3	F
536013	4	B
353683	5	A
514836	1	A
134870	2	D
707229	3	F
515799	4	C
144848	5	B
715455	1	D
459338	2	D
636868	3	B
602595	4	C
799588	5	C
970540	1	B
305973	2	B
873870	3	F
528791	4	C
902022	5	A
701238	1	D
513438	2	A
326679	3	F
114760	4	F
448578	5	C
957416	1	D
338040	2	A
577922	3	B
326628	4	C
836461	5	C
501930	1	C
336281	2	A
666928	3	D
641020	4	F
766654	5	F
419092	1	D
829386	2	D
501068	3	B
963736	4	A
652025	5	C
598198	1	D
517194	2	A
377017	3	B
479897	4	D
604717	5	A
894089	1	D
253726	2	D
956236	3	B
301101	4	C
918142	5	A
108244	1	A
672663	2	C
550416	3	D
729888	4	B
214938	5	C
968261	1	C
706434	2	F
354466	3	A
225485	4	D
727633	5	C
371294	1	F
412588	2	D
431029	3	D
944485	4	B
831317	5	F
384596	1	A
690774	2	B
958792	3	D
568276	4	C
455122	5	D
282597	1	F
231891	2	D
401966	3	C
869080	4	B
477018	5	A
906817	1	F
782464	2	D
565546	3	D
421798	4	F
406941	5	B
150485	1	D
989375	2	B
326095	3	C
823949	4	B
435368	5	D
441473	1	A
269556	2	F
325332	3	F
965622	4	F
423617	5	B
137037	1	A
943206	2	B
629219	3	F
219819	4	C
945740	5	F
455202	1	F
293632	2	A
699300	3	D
458483	4	B
355546	5	F
397275	1	F
920591	2	D
806736	3	B
942861	4	D
294970	5	C
382853	1	F
885009	2	F
252370	3	D
375145	4	D
847678	5	F
152605	1	B
267748	2	F
788648	3	C
186523	4	A
936032	5	D
251093	1	F
173409	2	A
227611	3	F
187350	4	A
950629	5	F
203891	1	C
812391	2	F
883159	3	A
193304	4	C
521167	5	F
937235	1	F
721743	2	D
195054	3	A
964382	4	D
880632	5	C
893929	1	D
369373	2	F
500150	3	A
674257	4	F
262295	5	C
959848	1	B
753756	2	F
398383	3	C
485604	4	D
156244	5	F
436853	1	A
126848	2	D
948963	3	A
446167	4	B
856314	5	B
673932	1	A
222903	2	F
599595	3	F
892574	4	F
158022	5	A
994479	1	D
953544	2	D
535479	3	A
831308	4	D
489605	5	A
798336	1	D
326703	2	C
367955	3	C
224300	4	C
856181	5	B
370184	1	A
151149	2	F
174630	3	C
558304	4	C
779780	5	B
944672	1	D
686105	2	F
156223	3	A
443626	4	F
542537	5	C
205565	1	F
949945	2	F
606768	3	A
502829	4	D
995833	5	C
480650	1	F
978643	2	D
674049	3	C
435594	4	B
353372	5	B
381228	1	C
525582	2	B
879517	3	B
939585	4	D
997402	5	C
270412	1	F
371841	2	D
361954	3	C
846778	4	A
662192	5	D
268251	1	D
751038	2	F
656978	3	B
831304	4	C
206754	5	F
273137	1	C
419478	2	D
835937	3	B
392002	4	B
393244	5	D
105570	1	B
340835	2	F
772850	3	B
519710	4	D
193749	5	C
734538	1	C
477303	2	F
888701	3	C
228300	4	F
172426	5	B
590629	1	F
408861	2	A
428350	3	C
465061	4	F
541146	5	F
418230	1	A
535462	2	A
871888	3	D
469459	4	B
996620	5	C
895913	1	D
412381	2	B
656600	3	F
844998	4	C
430605	5	A
667109	1	F
434932	2	C
438388	3	F
385917	4	B
797080	5	A
235814	1	C
475970	2	A
807536	3	F
566720	4	D
253812	5	C
591655	1	D
810361	2	B
258246	3	B
991633	4	D
426866	5	D
218787	1	B
519734	2	A
933200	3	A
565936	4	A
957272	5	C
801355	1	C
957424	2	A
705845	3	A
476873	4	B
346103	5	A
196278	1	A
873196	2	D
735987	3	B
949028	4	C
629854	5	A
265199	1	B
828558	2	D
716396	3	B
554023	4	C
881069	5	D
910783	1	F
211222	2	F
512377	3	B
991532	4	D
834687	5	B
681869	1	A
752114	2	B
264132	3	A
150282	4	D
567261	5	C
815998	1	A
388240	2	B
807541	3	A
166754	4	F
370994	5	A
752545	1	A
596045	2	B
139237	3	F
583913	4	A
335067	5	F
138017	1	F
792654	2	C
151300	3	D
657715	4	B
192418	5	A
877192	1	F
670701	2	D
226844	3	B
815083	4	B
116772	5	F
147477	1	A
594219	2	B
357783	3	C
631531	4	B
878852	5	F
989016	1	D
829201	2	B
958009	3	B
256500	4	B
129911	5	A
673441	1	F
471746	2	F
769134	3	B
907095	4	A
685584	5	A
950878	1	F
428219	2	B
497631	3	A
468807	4	C
559314	5	A
751646	1	B
566659	2	A
640449	3	F
915930	4	C
268146	5	C
251982	1	A
471742	2	B
979917	3	A
480102	4	D
286974	5	A
615594	1	A
544263	2	D
598371	3	F
807814	4	F
384998	5	F
709372	1	A
406446	2	B
345710	3	F
307479	4	C
541248	5	A
303242	1	B
290229	2	F
817720	3	C
800259	4	A
955537	5	B
542488	1	D
150559	2	A
696288	3	B
261158	4	A
416108	5	A
225674	1	F
732997	2	D
899651	3	B
953479	4	B
612724	5	F
131088	1	A
993645	2	F
329348	3	B
346550	4	C
943019	5	B
128119	1	B
638224	2	B
704072	3	C
570530	4	B
333414	5	D
806489	1	F
330077	2	C
621927	3	A
370544	4	C
955743	5	B
529721	1	A
289072	2	A
463747	3	F
534044	4	F
159807	5	D
393865	1	F
177322	2	C
898791	3	B
449642	4	F
373503	5	D
345603	1	B
794553	2	F
904120	3	C
301078	4	C
342975	5	D
221364	1	D
305595	2	A
626817	3	A
152077	4	F
297387	5	F
299878	1	C
799206	2	C
555927	3	D
198960	4	C
154233	5	D
349777	1	A
633970	2	A
126504	3	A
436487	4	C
693596	5	A
875443	1	D
698711	2	A
565464	3	A
156656	4	C
805343	5	D
450684	1	F
838609	2	C
419733	3	F
835899	4	C
942031	5	D
432441	1	B
942714	2	A
593574	3	F
139145	4	C
895091	5	F
687207	1	F
740741	2	D
144339	3	F
304097	4	D
375618	5	F
637449	1	F
753147	2	A
854991	3	A
127312	4	B
382764	5	D
931068	1	C
609627	2	C
928408	3	D
768907	4	C
233650	5	B
967475	1	C
879493	2	A
751696	3	A
345322	4	B
903631	5	A
366893	1	C
875856	2	D
478039	3	C
481939	4	B
755236	5	C
579261	1	D
464496	2	F
192993	3	F
620783	4	A
252681	5	B
228631	1	C
993113	2	F
208499	3	B
987635	4	C
810664	5	C
891192	1	F
719314	2	D
179643	3	D
594955	4	A
261278	5	C
115549	1	A
852238	2	A
800057	3	C
853820	4	A
258462	5	A
841239	1	A
332288	2	B
597665	3	F
310393	4	B
536077	5	B
237587	1	D
575356	2	C
172422	3	B
478653	4	A
297696	5	F
127075	1	B
231393	2	F
764817	3	D
209660	4	C
262963	5	F
876567	1	F
738001	2	B
635003	3	C
650930	4	A
845102	5	D
133293	1	D
217573	2	F
706304	3	A
953077	4	C
409039	5	A
138229	1	D
483577	2	A
521807	3	F
379186	4	F
645915	5	C
880541	1	F
766117	2	A
108439	3	A
380374	4	A
843933	5	D
839611	1	D
612480	2	B
264836	3	C
427801	4	B
816980	5	B
220961	1	C
216690	2	F
899358	3	F
887555	4	F
652140	5	C
996133	1	D
898432	2	B
236267	3	F
421888	4	A
402384	5	F
709030	1	B
104220	2	D
239763	3	D
443182	4	F
869846	5	D
199328	1	C
362810	2	D
854506	3	B
401176	4	A
570578	5	B
281150	1	C
885534	2	C
938053	3	A
504138	4	F
971991	5	D
318224	1	D
185799	2	D
689977	3	B
787017	4	B
352718	5	A
294552	1	D
353729	2	F
514305	3	C
916982	4	F
689942	5	C
623911	1	D
625790	2	A
656623	3	D
292803	4	F
945340	5	A
732832	1	F
208606	2	B
871790	3	A
428815	4	F
199487	5	C
448970	1	C
687170	2	D
423386	3	A
948567	4	C
116191	5	C
185200	1	B
502865	2	F
935077	3	D
247091	4	A
859989	5	D
759885	1	A
436218	2	F
693369	3	F
327197	4	C
747653	5	B
857267	1	C
779379	2	A
549460	3	C
694639	4	F
220812	5	D
854082	1	B
316165	2	B
987263	3	B
750119	4	A
308802	5	C
532439	1	A
399634	2	C
660439	3	D
154653	4	A
141871	5	B
340804	1	F
529638	2	C
312056	3	C
466612	4	C
700734	5	F
607068	1	C
573734	2	A
234035	3	B
748122	4	F
266014	5	F
644066	1	F
328186	2	D
566243	3	A
307318	4	D
159544	5	B
834827	1	B
807984	2	F
605169	3	B
199788	4	F
297140	5	F
617660	1	A
692062	2	A
400550	3	C
346337	4	D
831311	5	D
796921	1	A
983243	2	A
582253	3	F
958735	4	D
671630	5	F
899880	1	D
301372	2	F
552954	3	C
820802	4	A
141990	5	F
815494	1	B
328724	2	F
811807	3	C
683698	4	A
818921	5	A
903479	1	B
597887	2	B
519621	3	D
413084	4	D
873872	5	B
368232	1	B
977598	2	B
785109	3	F
271070	4	A
672248	5	F
203712	1	A
370494	2	F
747469	3	F
669442	4	D
388647	5	A
264007	1	D
714096	2	D
663583	3	C
239669	4	B
877295	5	A
900018	1	C
285968	2	D
373114	3	F
987628	4	C
850268	5	D
343479	1	D
306704	2	A
987161	3	B
849184	4	F
812756	5	D
707814	1	B
783756	2	F
548121	3	D
395979	4	B
152141	5	A
465409	1	C
629629	2	D
361889	3	F
800436	4	D
195942	5	F
620656	1	F
305778	2	A
856486	3	B
866466	4	A
123273	5	A
738614	1	D
516432	2	F
995654	3	D
546204	4	A
446349	5	A
798196	1	A
916844	2	F
659356	3	B
143714	4	C
915098	5	D
794650	1	A
248675	2	C
627324	3	A
812533	4	C
158031	5	D
849190	1	D
462014	2	B
295302	3	B
774525	4	F
655794	5	A
903994	1	D
529949	2	C
447285	3	A
386458	4	D
850662	5	C
370128	1	A
136369	2	C
471211	3	F
654804	4	D
541654	5	A
950319	1	A
292560	2	D
179117	3	A
471268	4	F
105447	5	F
515515	1	C
245498	2	D
458244	3	F
459683	4	F
645774	5	F
946444	1	C
483345	2	B
950860	3	C
293330	4	B
151773	5	A
797823	1	A
144553	2	D
549374	3	A
259924	4	C
572113	5	A
101238	1	F
873986	2	B
829508	3	F
378282	4	B
826861	5	F
216476	1	B
973704	2	B
662201	3	B
336696	4	C
847000	5	B
486705	1	D
880673	2	B
836227	3	F
807561	4	B
232796	5	A
678146	1	C
255650	2	A
675664	3	A
168462	4	B
434825	5	A
932007	1	F
223127	2	C
436817	3	F
533516	4	F
911080	5	A
686546	1	B
756217	2	B
322815	3	A
126657	4	D
311189	5	F
539745	1	D
641926	2	A
357514	3	A
398387	4	D
677231	5	B
914532	1	C
218363	2	F
178944	3	B
821770	4	B
148628	5	D
467014	1	F
214383	2	D
379887	3	C
350659	4	F
485215	5	F
125879	1	F
746653	2	F
331686	3	B
471539	4	B
864329	5	A
353527	1	D
418034	2	D
790224	3	D
993347	4	A
929209	5	B
377401	1	F
821296	2	F
675142	3	F
969427	4	F
867205	5	B
829697	1	D
396612	2	A
578925	3	F
620464	4	B
950819	5	C
891617	1	A
331531	2	C
914315	3	A
715522	4	A
813620	5	C
341208	1	F
101550	2	B
944390	3	F
512776	4	A
590781	5	C
668128	1	A
306665	2	B
439708	3	F
646141	4	C
297073	5	D
774755	1	C
371813	2	A
657721	3	B
902747	4	D
286672	5	A
742290	1	B
162091	2	C
287952	3	B
216454	4	B
371115	5	D
336312	1	A
829600	2	F
532154	3	A
692245	4	A
364749	5	D
831188	1	A
114630	2	D
575363	3	A
740689	4	C
250098	5	A
723348	1	D
462827	2	C
420872	3	F
751539	4	A
229478	5	D
819861	1	C
254273	2	D
640246	3	A
963341	4	D
874283	5	C
547782	1	C
806843	2	B
370848	3	A
416935	4	D
527302	5	B
286727	1	A
456488	2	A
912660	3	A
507403	4	A
556099	5	D
895907	1	C
789430	2	B
100782	3	D
515151	4	F
966152	5	F
559829	1	F
956662	2	A
484651	3	F
245477	4	D
313962	5	C
100509	1	A
813308	2	A
291010	3	D
178496	4	D
229528	5	C
161037	1	F
238109	2	B
709020	3	C
601433	4	C
877560	5	D
347302	1	D
261388	2	C
429067	3	B
774768	4	F
937643	5	C
122777	1	A
909126	2	C
833969	3	B
503500	4	A
520997	5	A
427643	1	D
508037	2	B
806163	3	B
260743	4	B
826745	5	F
791838	1	B
515530	2	B
482924	3	D
582803	4	F
306224	5	C
641213	1	A
962018	2	F
468784	3	B
449062	4	D
860411	5	D
875924	1	B
957570	2	A
469656	3	D
535651	4	F
879802	5	A
818858	1	F
972053	2	C
965283	3	B
793846	4	A
147630	5	D
652003	1	F
503573	2	D
380600	3	F
219273	4	B
103060	5	C
312284	1	B
927178	2	D
789052	3	D
485621	4	C
102546	5	B
310979	1	B
673181	2	A
970456	3	A
630028	4	F
448393	5	D
435381	1	F
660226	2	D
630291	3	D
434877	4	B
366088	5	A
865933	1	B
360718	2	F
930253	3	F
183084	4	F
825700	5	C
372735	1	B
491688	2	D
195218	3	C
619879	4	F
821441	5	D
852043	1	A
916124	2	A
729433	3	C
354204	4	C
274535	5	C
569998	1	C
316025	2	C
674040	3	C
510473	4	A
711618	5	D
620148	1	C
419378	2	F
582291	3	B
136811	4	F
438725	5	A
258156	1	C
855855	2	A
401782	3	A
531079	4	C
506603	5	F
747972	1	C
432357	2	F
946688	3	D
567187	4	A
992498	5	D
517146	1	B
830438	2	B
262738	3	F
497598	4	C
635724	5	C
759951	1	C
214595	2	B
343181	3	A
365335	4	F
752865	5	F
637856	1	C
751373	2	B
865079	3	F
424058	4	F
530153	5	B
292425	1	F
348665	2	F
414409	3	F
939260	4	D
754760	5	B
597293	1	A
768178	2	D
942653	3	B
385270	4	F
341619	5	B
819503	1	F
201662	2	C
970171	3	B
636489	4	B
670655	5	F
274232	1	D
242249	2	D
950058	3	C
964705	4	B
793886	5	C
574892	1	A
596964	2	A
792460	3	F
757061	4	A
159635	5	C
428922	1	D
476406	2	F
890212	3	F
557632	4	A
478758	5	D
820562	1	A
428855	2	F
332143	3	C
472614	4	B
621749	5	C
492345	1	C
337253	2	F
773187	3	A
725486	4	B
994599	5	D
260512	1	D
712220	2	A
405912	3	D
321707	4	C
228537	5	D
247049	1	C
917474	2	C
240861	3	C
321712	4	C
734617	5	A
536383	1	F
109442	2	D
822756	3	A
398005	4	D
173825	5	A
377540	1	B
833009	2	C
208970	3	B
841673	4	C
490183	5	B
240305	1	C
778992	2	D
654890	3	F
994121	4	A
316643	5	A
363967	1	C
711002	2	A
191328	3	C
751691	4	C
974666	5	F
143495	1	B
434001	2	B
604955	3	F
306379	4	A
178418	5	B
954358	1	C
899196	2	D
773482	3	A
623710	4	B
688768	5	D
327028	1	D
398546	2	D
418659	3	D
548038	4	C
748104	5	C
301933	1	C
793910	2	A
134347	3	F
855908	4	B
167271	5	A
654926	1	C
948826	2	C
860555	3	D
478962	4	A
341475	5	B
499587	1	C
396652	2	A
509005	3	D
975206	4	F
875001	5	C
116457	1	B
392824	2	A
208085	3	C
302699	4	A
840058	5	D
370619	1	B
840692	2	C
107423	3	C
408743	4	D
475534	5	B
815327	1	B
704534	2	D
740427	3	D
597630	4	D
258565	5	B
613316	1	A
363142	2	A
122325	3	B
604388	4	F
483898	5	B
778770	1	B
850972	2	F
548918	3	A
799968	4	A
548216	5	F
